text,label
"Morning programme
9.00-9.30	
Conference opening
Dr Jon Martinez
9.30-10.45	
Management styles
with Helena Clark
Consider the different management styles and how you can adapt yours to suit your team.
Giving feedback
with Amelia Novak
Explore the different ways to give feedback to maximise development.
Managing change
with Akira Yoshida
Help your employees deal with change and to see the positives change can bring.
10.45-11.15	Coffee break
11.15-12.30	
Using storytelling in leadership communication
with Antoine Martin
Sometimes, the best way to communicate with your team is by telling stories. Find out how to do this in this workshop.
Leading small businesses
with Cheng Wei
How is leading small businesses different and how can leaders of small businesses bring success to their team?
Leading in uncertain times
with Omar Abboud
Uncertainty can affect the success of your team. Learn to bring confidence to your team in a time of uncertainty.
Afternoon programme
12.30-2.00	Lunch
2.00-3.15	
Managing international projects
with Alisa Petrov
Consider how to ensure successful intercultural communication in your international teams.
 
Developing creative thinking in your team
with Mariana Silva
How can you get your team to think more creatively? Explore the different ideas that can help your team see things in a new way.
Conflict management
with Tracy Edwards
Conflict can create problems in your team, but managing conflict well can bring about development. Learn how to manage conflict in this workshop.
3.15-4.15	Group discussions
4.15-5.00	Conference closing
Dr Grace Moloney
 ",B1
"David and Melissa had been a happily married couple for six years. They lived a comfortably modest life in a small apartment and had been saving up for years in preparation for the next giant step in their life: a baby. However, after repeatedly trying to get pregnant for a whole year, they consulted a doctor and received devastating news. Melissa would be unable to conceive a child for the rest of her life.
The bad news struck Melissa terribly hard. Seeing his wife in such a distraught and depressed state broke David's heart. ""Don't worry,"" he told her. ""I'm going to make you the happiest woman in the planet, even if it's just the two of us."" He then went to the bank, took out all their savings that had been held for the baby, and set out to do whatever he could to cheer his wife up.
Since they no longer had to be careful with how much money they spent, David began splurging on everything he could think of. First, he took Melissa shopping for the finest and most beautiful clothes she could dream of. Then, they took an exotic vacation to the Florida Keys, where they spent a month exploring every island and spending thousands of dollars on the most beautiful hotels, and most delicious foods they could find.
When they finally returned home. Melissa said,""Oh, David! Everything is perfect! I'm actually glad we don't have a child."" David smiled, content with his wife's happiness, and walked over to check their voicemails from when they were away. The machine bleeped and then their doctor's voice came on saying, ""Hi guys. Great news! There was a mistake in the test results. You are actually six weeks pregnant! It's Triplets.""",B1
"The American Civil War happened from 1861 to 1865. The main cause was Southern states feeling that the U.S. federal government in Washington D.C. should not have the power to tell them what to do. This was especially true about two issues, taxes and slavery. The Southern economy was based on agriculture while the Northern economy was based on manufacturing. Southern crops like cotton were sold to factories and then Southerners had to pay taxes on the finished goods sold back to them like clothing. Many Southerners felt this was unfair. Additionally the agricultural economy in the south was reliant on the labor of enslaved Africans and their descendants. Many people, especially from the North, felt this was wrong and that slavery needed to be abolished. Southerners felt the abolitionists were threatening their way of life. Seven Southern slave states, banded together, declared their secession and formed the Confederate States of America. The government in Washington D.C. and its army was known as the Union, since they were fighting to keep the country united.
 
Abraham Lincoln was president of the United States during the Civil War. The President of the Confederate States was Jefferson Davis. The first battle was the Battle of Fort Sumter. During the war President Lincoln issued the Emancipation Proclamation, which declared the freedom of slaves in the Confederate States of America. This action was supposed to show that Lincoln was still in charge of the entire United States.
The Civil War was the bloodiest war fought inside the United States. 620,000 were killed and millions more were injured. One of the bloodiest battles of the Civil War was the Battle of Gettysburg in Pennsylvania. 51,000 people from both sides died, more than in any other battle. The Civil War ended in 1865 when General Robert E. Lee of the Confederate Army surrendered.",B1
"The next time you decide to check your Facebook page to see if you have any new messages, likes, or just to see what your friends are up to, you can thank Mark Zuckerberg. Zuckerberg is the man who changed the way people keep in touch with each other. He literally changed the world.
 
Born in White Plains, New York on May 14, 1984, Zuckerberg developed an interest in computer programming at an early age. When he was just 12 years old, he had developed a working messaging system that his father Edward used in his dental office. Zuckerberg had many friends who were artists, and they would come by and draw pictures for Mark. He would then design a computer game based on the characters drawn. In high school, Zuckerberg developed a music software program that drew interest from several large companies. He enrolled into Harvard University in 2002, where he developed his first social networking site for students only. The site was very popular, but it was shut down by the school for being inappropriate.
During his sophomore year at Harvard, Zuckerberg began working on Facebook, a site that allowed its users to create a profile, share photos, and communicate with other members. He dropped out his sophomore year to dedicate his work to his site. He moved his operation to Palo Alto, California. By the end of 2004, Facebook had had more than 1,000,000 members.
Zuckerberg's rise to the top has not been without controversy. Some of his Harvard peers claimed he stole their ideas, and filed suit against Zuckerberg. The case was settled, but it continues to be an issue. Facebook generates more than $1.5 billion in net revenues today.",B1
"From: Janet Hill
To: Sunny Chen
Subject: Hi!
Hi Sunny!
How are you?
We're finally coming to Singapore so I wanted to ask your advice on what we should do while we're there. What shouldn't we miss? We'll have our two kids aged 6 and 8 with us so ideally we want to do things we can enjoy as a family.
We've already got a hotel booked in Marina Bay and we arrive on 12 May for a week.
I hope you're around so we can meet up!
See you soon,
Janet
From: Sunny Chen
To: Janet Hill
Subject: Re: Hi!
Hi Janet!
Lovely to hear from you and how exciting that you're coming!
You've picked a great area to stay in as it's right next to a must-see attraction, Gardens by the Bay. They light them up at night and the kids will love it. Another place to take the little ones is the zoo, and the Night Safari is really worth doing. The animals are much more active at night than during the day, so it's pretty special.
As for food, there's quite a variety here. I'd recommend trying laksa and kaya toast - they're both really typical Singaporean foods. You can also eat well and cheaply at street markets. You should definitely check them out.
Can't wait to see you all!
Sunny
P.S. My number here is +65 1234 1234.",B1
"A wake is when people go to a deceased person's home or a funeral parlor to pay their last respects. A funeral parlor is a place where the preparation of the corpse for burial takes place. Part of the preparation can be dressing the deceased, doing their makeup, and placing them in a coffin for people to see. Some people do have a closed casket wake, where you can't see the dead person; some people are not even choosing coffins for their dearly departed loved ones.
 
In the United States, more and more families are choosing not to have traditional wakes. There is a recent trend of people having non-traditional wakes with the deceased person posed doing something they loved doing when they were alive. For example, a family in New Orleans had their dead loved one posed at a table with a cigarette between her fingers and a can of beer. One funeral home in Puerto Rico has become famous for its non-traditional wakes. It all started in 2008, when a family asked for their dead loved one to be propped up against the wall of their home for the wake. When a paramedic died, his family had his dead body in the driver's seat of an ambulance. Another family had a man propped up in a fake boxing ring for his wake. One dead man was posed on top of his motorcycle. Recently, a grandmother was posed sitting in her rocking chair.
These non-traditional wakes have their critics though. Some people think they are disrespectful. They think of death as a solemn and sad occasion, not a time to pose the dead as if they were toys. Fans feel it helps them remember the dead as they were when they were alive.",B1
"Here's one way to make your iPhone hacker-proof: Ask hackers for advice.
I recently caught up with security researchers at the online security conference Infiltrate. At dinner one evening, I placed my iPhone on the table. I was surrounded by ethical hackers whose jobs are to find vulnerabilities before the bad guys and exploit security flaws.
 I could hack your phone pretty easily, security researcher Tomi Tuominen mentioned. Obviously, I took notice.
For the next 20 minutes, Tuominen and information security researcher Robert Lee gave me a tutorial on making my iPhone settings hacker-proof. Some of them are basic -- like changing your four character password to something more complex. Others take a bit more work, such as using settings to limit ad tracking. For more tips, check out the video.
",B1
"From: Maja Jakobsson, HR Officer
To: Sanjay Chaudhary
Subject: Invitation to interview at Purple Cloud
Dear Mr Chaudhary,
Thank you for applying for the position of software engineer at Purple Cloud. We would like to invite you for an interview at our Stockholm office.
Your interview is scheduled for Thursday 3 April, at 2 p.m. If this time or date is inconvenient for you, please contact me as soon as possible to rearrange the interview.
At the interview, you will meet our head of HR, Mr Liam Andersson, and our head of IT, Ms Elsa Wallin. They will be telling you more about the job and getting to know you better. You will also have the opportunity to ask questions about the position and the company, and to see the office. The interview will last for about 60 minutes. Please bring two references with you for the interview.
Our offices are located on Kungsbron 2, which is a six-minute walk from Stockholm Central Station. When you arrive, please ask for Mr Liam Andersson at the reception.
We look forward to hearing from you soon.
Best regards,
Maja Jakobsson
HR Officer",B1
"T.J. Lane, a remorseless killer who escaped from an Ohio prison where he was serving three life sentences for a school shooting, has been captured.
For six long hours, police scoured neighborhoods on the north end of Lima, Ohio, asking residents to lock their doors and stay inside.
They brought in extra officers and provided patrols to the families of Lane's victims.
In the end, he was found 100 yards away outside a church, the prison warden said. He did n't say anything, nor did he put up a fight, authorities said.
Lane was serving consecutive life sentences without the possibility of parole for his attack at Chardon High School on February 27, 2012.
He walked in to the school cafeteria with a.22 - caliber gun and randomly started shooting. He fired 10 rounds, killing three students.
The 19-year-old scaled a fence at the Allen Oakwood Correctional Institution in Lima, about 90 miles northwest of Columbus, Warden Kevin Jones said.
 He was n't in the maximum-security facility. That is something we have to sit down and take a look at. 
Lane escaped, along with two other men, about 7:40 p.m. Thursday.
He was back in custody about shortly after 1 a.m. Friday.
 You never plan on someone escaping and certainly someone of that notoriety, you would think that they would take special precautions to prevent this, Ian Friedman, who represented him at his trial, said late Thursday.
 This was a huge case here in Ohio. So, everyone in Ohio is shocked right now. 
Friends, family remember Ohio school shooting victims
Prison infractions
The Allen Oakwood Correctional Institution houses about 1,600 inmates guarded by 257 security personnel.
A Correctional Institution Inspection Committee report in April said the facility was over capacity by 217 inmates. In addition, the number of inmate assaults on staff increased by 60.7 % last year, compared with 2012. No escapes were mentioned in the report.
In the 18 months he's been there, Lane was disciplined seven times, according to The Plain Dealer newspaper.
The infractions ranged from urinating on a wall to giving himself a tattoo, the paper said.
Lane escaped with Clifford E. Opperud, 45, who was serving time for aggravated robbery, and another man. All three have been captured.
Chardon is about 190 miles away from Lima.
 We 're upset this happened, said Ron Parmetor, whose nephew Daniel Parmetor, 16, was one of Lane's victims.
Parmetor says he wants answers; how could Lane just escape ?
The other two victims were Demetrius Hewlin, 16, and Russell King Jr., 17.
Chardon schools will be closed Friday, but counselors and other support services will be provided, the school district superintendent said.
Community shaken
Chardon is a community of 5,100 people, some 30 miles east of Cleveland.
It was shaken by the shooting at the high school, and further traumatized by Lane's behavior in court.
Lane pleaded guilty last year to three counts of aggravated murder, two counts of attempted aggravated murder and weapons-related charges. But he never offered an explanation.
He was sentenced to consecutive sentences of life without parole and additional sentences totaling 37 years.
At the sentencing hearing, Lane unbuttoned his blue dress shirt to reveal a white T-shirt on which he had scrawled the word KILLER across the front. He had on a similar shirt during his shooting rampage.
Before the sentencing, he addressed the victimsfamilies using profane imagery and ending with the expletive, F -- all of you. 
He then held up his middle finger.
 For everyone in that courtroom -- the victims, their families, the prosecutors, defense -- everyone in that courtroom was just absolutely taken aback, said Friedman, who has n't talked to Lane in about a year. There was no way to fully comprehend what happened in the courtroom that afternoon. 
T.J. Lane tightlipped about motive, escape
Ohio school shooter shows contempt, no remorse during sentencing
",B1
"(1) Fairies today are the stuff of children's stories, little magical people with wings, often shining with light. Typically pretty and female, like Tinkerbell in Peter Pan, they usually use their magic to do small things and are mostly friendly to humans.
(2) We owe many of our modern ideas about fairies to Shakespeare and stories from the 18th and 19th centuries. Although we can see the origins of fairies as far back as the Ancient Greeks, we can see similar creatures in many cultures. The earliest fairy-like creatures can be found in the Greek idea that trees and rivers had spirits called dryads and nymphs. Some people think these creatures were originally the gods of earlier, pagan religions that worshipped nature. They were replaced by the Greek and Roman gods, and then later by the Christian God, and became smaller, less powerful figures as they lost importance.
(3) Another explanation suggests the origin of fairies is a memory of real people, not spirits. So, for example, when tribes with metal weapons invaded land where people only used stone weapons, some of the people escaped and hid in forests and caves. Further support for this idea is that fairies were thought to be afraid of iron and could not touch it. Living outside of society, the hiding people probably stole food and attacked villages. This might explain why fairies were often described as playing tricks on humans. Hundreds of years ago, people actually believed that fairies stole new babies and replaced them with a 'changeling' - a fairy baby - or that they took new mothers and made them feed fairy babies with their milk.
(4) While most people no longer believe in fairies, only a hundred years ago some people were very willing to think they might exist. In 1917, 16-year-old Elsie Wright took two photos of her cousin, nine-year-old Frances Griffiths, sitting with fairies. Some photography experts thought they were fake, while others weren't sure. But Arthur Conan Doyle, the writer of the Sherlock Holmes detective stories, believed they were real. He published the original pictures, and three more the girls took for him, in a magazine called The Strand, in 1920. The girls only admitted the photos were fake years later in 1983, created using pictures of dancers that Elsie copied from a book.",B1
