text,label
"You need to try harder in school!
I am doing well in school.
Then why are your marks in science so low?
I don't understand science, that's all.
Is that the same reasoning you have for math?
Yes, and English, too.
Tell me one single subject you're doing well in.
Well, I'm doing wonderfully in my music class.
What about history?
Only the parts about Woodstock.
That's it! You're grounded! No guitar for a month.
Great, now I'll surely have a low GPA.",A1
"He dropped his toothbrush. It fell on the floor. He picked up his toothbrush. He rinsed it off. He brushed his teeth. He rinsed his mouth. He walked out of the bathroom. He sat on his bed. He felt something. It was under the sheet. He took the sheet off the bed. Something was in his mattress. It was a brand new mattress. He had bought it yesterday. What is in the mattress, he wondered. He went to the kitchen. He took a knife from the kitchen drawer. He cut open the mattress. What could it be, he wondered. It was small. It was black. It was a book. It was the New Testament. Is God trying to tell me something, he wondered.",A1
"I would like to see my counselor now.
Sorry, she doesn't have any time today.
Are you serious?
Yes, I am. Please make an appointment for next week.
I really need to see her.
I'm sorry, but you really can't.
I swear, I will bang on her door and scream.
Don't make a scene.
If you don't want me to make a scene, tell the counselor I'm here.
Fine! You can only talk to her for five minutes, though.
That's all I need.
Next time, you'd better make an appointment.",A1
"Jeff sat down. He was in class. He was at school. He was in English class. He liked his English class. He liked his teacher. His teacher was friendly. His teacher helped all the students. His teacher answered everyone's questions. Jeff asked a new question every day. Yesterday he asked his teacher a spelling question. He asked his teacher how to spell ""myself."" His teacher told him how to spell it. Jeff thanked his teacher. His teacher said, ""You're welcome. Ask me anything anytime. That's what I'm here for, to help you.""",A1
"He played the piano. He played it very well. He started playing the piano when he was six years old. That was seven years ago. Now he was 13 years old. He was very good. He won one piano contest after another. A famous piano teacher heard him play the piano. The teacher said, ""I want to bring you to New York. I will teach you how to be even better. I will teach you how to be the best piano player in the whole world."" He didn't like that idea. He wanted to stay at home. He wanted to stay with his parents and his friends. His parents wanted him to go. They said they would visit him in New York every weekend.",A1
"I have to tell you something.
What is it?
You graded my test incorrectly. I got this wrong, but you didn't mark it.
Wow! I have never met a more honest student.
I just felt wrong.
Just keep the score you have.
Really? That's awesome.
Yes. I have to ask, why did you decide to tell me?
I'm really bad at lying.
That's a good thing! Your honesty is praiseworthy.
Thanks. Want to give me extra credit?
Don't push it.",A1
"Hello, how may I help you today?
Hi. I would like to increase my Internet data.
I'll be glad to help you with that. What's your account number?
I don't have my account number with me, but my phone number is 310-865-9274.
Alright. I see you use our mobile service.
Yes. I also have a landline.
According to my file, you are eligible for an upgrade to our new service.
What does this new service include?
It makes the Internet connection twice as fast.
That sounds perfect! Is there a price increase?
Yes, that will be $5 more per month.
Sign me up right away!",A1
"Mike was ready for bed. It was 11 o'clock. He had to get up early the next day. The next day he was going fishing. Fish wake up early. They look for food early in the day. They look for food late in the day. The best time to fish is early or late in the day. That is when the fish are hungry. Mike set his alarm. He set his alarm for 5 o'clock. The next day he would start fishing at 6 o'clock. He wanted to catch four or five fish. If he caught four or five fish, he could eat fresh fish all week. Fresh fish is the best fish. Mike went to bed.",A1
"
Do you know the Alphabet song?
The alphabet song?
Yes. It's a song about the alphabet.
How does it go, Michelle?
It's easy, Sharon.
Can you teach me?
Yes. It's really pretty.
I want to sing the alphabet song.",A1
"Pat looked at the washer. The washer had dials on it. It had two dials on it. There were words next to each dial. Each dial had three words next to it. The words next to one dial were Small, Medium, and Large. This dial was for the size of the load. Did Pat have a small load, a medium load, or a large load? The words next to the other dial were Cold, Warm, and Hot. Did Pat want to wash her clothes in cold water, warm water, or hot water? Pat turned one dial to Large, and the other dial to Hot. Then she pushed the Start button on the washer.",A1
"Joseph never opens the front door. When someone knocks on the front door, Joseph says, ""Who is it?"" But he does not open the door. His parents told him to keep the door closed. His parents want him to be safe. He will be safe if he doesn't open the door. Yesterday someone knocked on the front door. ""Who is it?"" Joseph asked. ""It's the mailman,"" the person said. ""I cannot open the door,"" Joseph said. ""Okay, I will come back tomorrow,"" the mailman said. ""Goodbye,"" Joseph said. Joseph is a good boy. He listens to his parents. He doesn't open the door for any person.",A1
"Put your wet clothes into the dryer, please!
How long should I put them in for?
Put them on low heat for thirty minutes.
Why low heat?
If the air is too hot, the clothes will shrink.
I need to wash another load of laundry.
If they're colored, wash them in cold water.
Does warm water make them fade?
Yes. Put the detergent here, and don't use bleach.
Oh, that's where to put the detergent.
Don't forget to add fabric softener after the first rinse.
Okay, I won't. Thanks.",A1
"He called up the post office. ""Where is my package?"" he asked. ""What is the tracking number?"" the postal worker asked. He told her the tracking number. She said, ""Your package is at the main post office. You can pick it up anytime."" He said, ""I don't want to pick it up. Can you deliver it?"" She said yes. ""We will deliver it on Monday,"" she said. ""Will you be home?"" He said, ""What time on Monday?"" She said, ""Anytime between 8 a.m. and 5 p.m."" He said, ""I have to work. I can't stay home all day."" She said, ""That's okay. We can deliver it on Tuesday."" He said, ""I have to work on Tuesday, too. Please deliver it on Saturday.""",A1
"Lucy had a cat. His name was Pirate. Pirate was 14 years old. Fourteen is old for a cat. ""What can I do?"" Lucy asked her dad. ""Pirate is old. He will die soon. I will miss him so much."" Dad said, ""Why don't you clone him? They will make a brand new Pirate for you. It will look like Pirate. It will walk like Pirate. It will meow like Pirate. It will love you like Pirate. But it will be a kitten. It won't be an old cat. It will be a new kitten. You can have a new Pirate for 14 more years."" ""Dad,"" said Lucy, ""that's a great idea. Then, when my new Pirate is 14, I can get another new Pirate!""",A1
