text,label
"A strong earthquake shook central Japan on Saturday night, injuring dozens of people and destroying homes in a well-known ski resort, authorities said.
Reports differed on the intensity of the quake, centered in a remote mountainous area of Nagano prefecture. The Japan Meteorological Agency reported it was magnitude 6.8; the U.S. Geological Survey -LRB- USGS -RRB- said it was magnitude 6.2.
One of the hardest hit areas was the skiing village of Hakuba, where at least seven housing and storage structures collapsed.
Seven of the 39 people hurt in the quake suffered serious injuries, Nagano prefectural police said.
Japanese television stations carried images of landslides that had cut off roads and railroads, as well as flattened houses and warped highways.
More than 300 rescue workers were deployed to search for people trapped in collapsed homes. Authorities said the rescue operation was completed.
No electric facilities, including nuclear power plants, were damaged, the Tokyo Electric Power Co. said via Twitter Saturday.
Aftershocks followed the main quake Saturday night, including one measured at magnitude 4.1, the Japan Meteorological Agency said.
",C2
"Plato's Republic centers on a simple question: is it always better to be just than unjust? The puzzles in Book One prepare for this question, and Glaucon and Adeimantus make it explicit at the beginning of Book Two. To answer the question, Socrates takes a long way around, sketching an account of a good city on the grounds that a good city would be just and that defining justice as a virtue of a city would help to define justice as a virtue of a human being. Socrates is finally close to answering the question after he characterizes justice as a personal virtue at the end of Book Four, but he is interrupted and challenged to defend some of the more controversial features of the good city he has sketched. In Books Five through Seven, he addresses this challenge, arguing (in effect) that the just city and the just human being as he has sketched them are in fact good and are in principle possible. After this long digression, Socrates in Books Eight and Nine finally delivers three ""proofs"" that it is always better to be just than unjust. Then, because Socrates wants not only to show that it is always better to be just but also to convince Glaucon and Adeimantus of this point, and because Socrates' proofs are opposed by the teachings of poets, he bolsters his case in Book Ten by indicting the poets' claims to represent the truth and by offering a new myth that is consonant with his proofs.
As this overview makes clear, the center of Plato's Republic is a contribution to ethics: a discussion of what the virtue justice is and why a person should be just. Yet because Socrates links his discussion of personal justice to an account of justice in the city and makes claims about how good and bad cities are arranged, the Republic sustains reflections on political questions, as well. Not that ethics and politics exhaust the concerns of the Republic. The account in Books Five through Seven of how a just city and a just person are in principle possible is an account of how knowledge can rule, which includes discussion of what knowledge and its objects are. Moreover, the indictment of the poets involves a wide-ranging discussion of art. This article, however, focuses on the ethics and politics of Plato's Republic. For more on what the Republic says about knowledge and its objects, see Plato: middle period metaphysics and epistemology, and for more about the discussion of the poets, see Plato: rhetoric and poetry.
This article attempts to provide a constructive guide to the main issues of ethics and politics in the Republic. Two assumptions shape its organization. First, it assumes that an account of ethics and politics in the Republic requires a preliminary understanding of the question Socrates is facing and the strategy Socrates uses to answer the question. Second, it assumes that politics in the Republic is based upon the moral psychology in the Republic, and thus that the former is more profitably discussed after the latter. ",C2
"Taliban militants, who implemented Islamic law in Pakistan's violence-plagued Swat Valley last week, have now taken control of a neighboring district.
Protests in Karachi against the creation of sharia courts in Swat Valley.
Here are some answers about the Swat Valley, its history and what's taking place there.
What is Swat Valley ? Swat Valley is located in Pakistan's North West Frontier Province, near the border with Afghanistan and about 185 miles -LRB- 300 kilometers -RRB- from the Pakistani capital of Islamabad.
The alpine region once was one of Pakistan's premier tourist destinations, boasting the nation's only ski resort until it was shut down after Taliban militants overran the area. It also was a draw for trout-fishing enthusiasts and those wishing to visit the ancient Buddhist ruins in the area.
What's happening in Swat Valley ? In recent years Taliban militants unleashed a wave of violence that claimed hundreds of lives in the province. The militants wanted sharia law -- or Islamic law -- imposed in the region. They took over the valley in 2008.
The central government of Pakistan, which long exerted little control in the area, launched an intense military offensive in late July to flush out the militants. In retaliation, the Taliban carried out a series of deadly attacks and began gaining ground, setting up checkpoints in the area.
Has the government intervened ? The militants and the Pakistani government reached a peace deal earlier this year, which was recently signed into law by Pakistani President Asif Ali Zardari.
Under the deal, sharia law was imposed in the region. While the peace deal drew criticism for the Pakistani government, some analysts and political observers say the government had little choice but to capitulate, as militants have terrorized the region with beheadings, kidnappings and the destruction of schools.
What's happening now ? This week, the Taliban moved to seize control of the neighboring Buner district, bringing it closer to Islamabad than it has been since Taliban insurgency began.
What is sharia law ? Sharia law is Islamic law. While there are different interpretations of it, the Taliban's strict interpretation forbids women from being seen in public without their husbands and fathers, requires veils for women and beards for men, and bans music and television.
Consequences are severe; during the Taliban struggle to impose sharia law, anyone found disobeying was pinned to the ground and lashed. Others were beheaded and hung from poles, with notices attached to their bodies that anyone daring to remove the corpse before 48 hours had passed would also be beheaded and hanged.
",C2
"They may not know who Steve Jobs was or even how to tie their own shoelaces, but the average six-year-old child understands more about digital technology than a 45-year-old adult, according to an authoritative new report. 
The advent of broadband in the year 2000 has created a generation of digital natives, Ofcom (which checks standards in the UK communications industries) says in its annual study of British consumers. Born in the new millennium, these children have never known the dark ages of dial-up internet and the youngest are learning how to operate smartphones or tablets before they are able to talk. 
""These younger people are shaping communications,"" said Jane Rumble, Ofcom's media research head. ""As a result of growing up in the digital age, they are developing fundamentally different communication habits from older generations, even compared to what we call the early adopters, the 16-to-24 age group."" 
Ofcom devised a ""digital quotient"", or DQ, test to put 800 children and 2,000 adults through their paces, which, rather than measuring intelligence, as an IQ test would, attempts to gauge awareness of and self-confidence around gadgets from tablets to smart watches, knowledge of superfast internet, 4G mobile- phone networks and mobile apps. 
Among 6- to 7-year-olds, who have grown up with YouTube, Spotify music streaming and online television, the average DQ score was 98, higher than for those aged between 45 and 49, who scored an average of 96. Digital understanding peaks between 14 and 15 years of age, when the average is a DQ of 113, and then drops gradually throughout adulthood, before falling rapidly in old age. 
People are now being invited to test their digital knowledge with an abbreviated version of the questionnaire that will give any member of the public a DQ score, along with advice on how to improve their understanding and protect themselves and their families online. 
The ways in which millennial children contact each other and consume entertainment are so different from previous generations that forecasters now consider their preferences a better indication of the future than those of trendsetting young adults. 
The most remarkable change is in time spent talking on the phone. Two decades ago, teenagers devoted their evenings to monopolizing the home telephone line, dissecting love affairs and friendships in conversations that lasted for hours. 
For those aged 12 to 15, phone calls account for just 3% of time spent communicating through any device. For all adults, this rises to 20% and, for young adults, it is still three times as high at 9%. Today's children do the majority of their remote socializing by sending written messages or through shared photographs and videos. ""The millennium generation is losing its voice,"" Ofcom claims. 
Over 90% of their device-time is message based, chatting on social networks like Facebook, sending instant messages through services like WhatsApp or even firing off traditional mobile- phone text messages. Just 2% of children's time is spent emailing, compared to 33% for adults. 
Away from their phones, 12- to 15-year-olds have a very different relationship with other media, too. A digital seven-day diary shows live television accounts for just half of viewing for this age group, compared to nearly 70% for all adults. They spend 20% of their time viewing short video clips, for example on YouTube, or news clips distributed via Facebook and other social sites. The rest of their viewing is shared between DVDs, streamed content through Netflix or iTunes and recorded television programmes. 
Young adults aged 16 to 24 are voracious consumers of almost all media. However, live radio and print-based media have all but disappeared from their daily diet. 
Younger people are moving away from live television and moving to streaming and catch- up services. Even among adults, television is becoming less important. Television viewing among 16- to 24-year-olds has been dipping each year since 2010, but 2013 was the first year where researchers found viewing fell across all age groups. The theory is that tablet computers - among the most popular Christmas presents in 2012 and 2013 - have brought many older people online for longer. With large screens and simple, touch-based interfaces, tablets are being credited with a jump in internet access among the over-65s. 
""For years, there has been a very stubborn resistance by the over-65s to accessing the internet,"" said James Thickett, Research Director at Ofcom. ""In the last three years, we have seen that change and we think that's down to tablets."" 
Britain is embracing internet-enabled devices across the generations, to the extent that the balance between sleep and screen-based activities has now tipped. The typical adult spends eight hours and 41 minutes each day communicating or consuming media, including old-fashioned books and newspapers, and just eight hours and 21 minutes asleep.
",C2
"China's top foreign policy official met with North Korean leader Kim Jong Il Thursday and the two sides reached consensus about defusing tensions on the Korean peninsula, officials said.
The meeting marks the first between Kim and a top official from China since the flareup between the two Koreas.
 The two sides reached consensus on bilateral relations and the situation on the Korean Peninsula after candid and in-depth talks, said Chinese foreign ministry spokeswoman Jiang Yu.
She did not elaborate on what Kim discussed with the official, Dai Bingguo, during the latter's visit to Pyongyang.
Tensions on the Korean peninsula escalated following North Korea's shelling of South Korea's Yeonpyeong Island last month, as well as the March sinking of a South Korean warship -- allegedly by a North Korean torpedo -- and recent revelations that it is enriching uranium for nuclear weapons.
North Korean officials have been pushing for the resumption of six-party talks including China and Russia.
China has also called for emergency talks among all the six countries -- North Korea, South Korea, China, the United States, Japan and Russia -- to address the tensions on the Korean peninsula.
But the United States has thus far refused, looking first for proof that North Korea is serious about not stoking military tensions and serious about stifling development of its nuclear program.
For the second day in a row, the head of the U.S. Joint Chiefs of Staff called on China to use its influence instead to rein in North Korea to prevent a full-blown crisis. China is North Korea's strongest ally and largest trading partner.
 I actually believe that because these provocations continue and seemingly at a frequent interval, that the danger is going up and that steps must be taken to ensure that they stop, he said at a news conference in Tokyo.
 Much of that volatility is owed to the reckless behavior of the North Korean regime, enabled by their friends in China. 
CNN's Jo Kent contributed to this report
",C2
"After receiving nearly 100 reports of stuck gas pedals in Ford and Mazda vehicles, federal regulators said Tuesday they have launched an investigation into the problem, which is a suspected cause of one death and nine injuries.
The stuck accelerators are being investigated for their possible role in one fatal accident, 13 nonfatal crashes or fires and eight injury accidents, according to the National Highway Transportation Safety Administration.
Ford and Mazda said 591,245 vehicles were potentially affected, according to the automakersreports to the NHTSA in 2004. More than half the vehicles were 2001-2004 model year Ford Escapes. The remaining vehicles were 2001-2004 Mazda Tributes.
The NHTSA now has identified 730,000 vehicles potentially affected, expanding the scope of vehicles in question. All 730,000 are 2001-2004 Ford Escape and Mazda Tribute SUVs with V6 engines, according to the NHTSA.
Mazda and Ford issued recalls in 2004 on models of the sport utility vehicles that had 3.0 liter six cylinder engines. Several of the reports to the NHTSA involve vehicles not covered by previous recalls, the agency said in a letter to Ford's Environmental and Safety Compliance Global Director on Thursday.
One complaint is based on a fatal crash that occurred in January 2012, the NHTSA said. Some of the complaints allege that failures may have been related to repairs made in response to safety recalls initiated in 2004, the investigation summary said.
The 2004 Ford and Mazda recalls were for the vehicle speed control cables in their affected vehicles. Letters were also sent to dealers and customers, according to filings on the NHTSA website.
 On your vehicle, it is possible that the accelerator cable may prevent the throttle from returning to the idle position, possibly resulting in elevated engine speeds while driving, Ford's letter to customers read. An unexpected increase in engine idle speed may increase stopping distance and may result in a vehicle crash without warning. 
The Center for Auto Safety petitioned the NHTSA to open a similar investigation on July 8. The petition was denied Thursday because part of the request is being covered by the agency's newly opened investigation.
The NHTSA has opened the investigation to assess the scope, frequency and safety-related consequences of the alleged defect, the agency said.
Neither Ford nor Mazda responded to CNN's requests for comment.
",C2
"The Duke and Duchess of Cambridge won the first round in their battle for privacy on Tuesday when a French magazine was banned from selling or reusing images taken of the couple at a private chateau in Provence. 
But the war is far from over as French prosecutors must now decide if criminal proceedings are to be brought against the magazine editor and the photographer or photographers responsible for taking pictures of the duchess sunbathing topless while on holiday in the south of France. 
The Tribunal de Grande Instance in Nanterre, Paris granted an injunction ordering the gossip magazine Closer to hand over digital files of the pictures within 24 hours and preventing it disseminating them any further, including on its website and tablet app. 
The four-page ruling, which only affects Mondadori Magazines France, Closer's publisher, also ordered it to pay EUR2,000 in legal costs. The magazine faces a EUR10,000 fine for every day it fails to comply with the order. No damages were sought by the couple. 
""These snapshots, which showed the intimacy of a couple, partially naked on the terrace of a private home, surrounded by a park several hundred metres from a public road, and being able to legitimately assume that they are protected from passersby, are by nature particularly intrusive,"" it said. 
The magistrates ruled that every photograph published in France by Mondadori, the publishing company owned by former Italian Prime Minister Silvio Berlusconi, in future would carry a fine, also of EUR10,000 per breach. 
But the ruling refers only to the 14 pictures that have already been published. Closer's editor has hinted she has other, more intimate pictures. 
St James's Palace said the couple ""welcome the judge's ruling"". A source said: ""They always believed the law was broken and that they were entitled to their privacy."" Maud Sobel, a lawyer for the royal couple in Paris, described it as ""a wonderful decision,"" adding: ""We've been vindicated."" 
Though pleased their civil action has succeeded, the couple have taken the rare step of seeking to have a much more public criminal prosecution for breach of privacy brought against the magazine and photographer or photographers responsible. 
The prosecutor will have to decide the targets for any criminal proceedings and the complaint cites ""persons unknown"". But it is understood the couple want proceedings brought against the editor of Closer, which published the photos on Friday, and whoever took the images of the couple sunbathing at the chateau, which belongs to Lord Linley, son of the late Princess Margaret. 
A preliminary investigation was launched on Tuesday by the Paris police. Under French law breach of privacy carries a maximum sentence of one year in prison and a fine of EUR45,000. 
This is the legal action that will truly lay down a marker, and by pursuing it the couple indicate a determination to convey a wider message to the world and, they hope, deter paparazzi in the future. 
Their lawyers had not asked for copies of Closer magazine to be removed from shelves. 
On Saturday the Irish Daily Star published the photos, leading to the editor being suspended on Monday night pending the outcome of an internal investigation. Also on Monday, the Mondadori-owned Italian celebrity magazine Chi rushed out a special edition with 26 pages devoted to the candid photos of the future queen. 
The couple's lawyer, Aurelien Hamelle, had told the Paris court it was necessary to block the ""highly intimate"" images of the duchess without her bikini top as she was a ""young woman, not an object"". 
But Delphine Pando, defending Closer, said the action was a ""disproportionate response"" to publication of the photographs. She added that the magazine could not control their resale as it did not own the original images. 
Copies of Closer magazine were doing brisk business on online auction site eBay, with one selling for GBP31.01, until the site removed all listings following ""strong feedback"" from its community.  
",C2
"New York City's Board of Health voted Thursday to ban the sale of sugary drinks in containers larger than 16 ounces in restaurants and other venues, in a move meant to combat obesity and encourage residents to live healthier lifestyles.
The board voted eight in favor, with one abstention.
 It's time to face the facts: obesity is one of America's most deadly problems, and sugary beverages are a leading cause of it, said New York Mayor Michael Bloomberg in a statement earlier this month. As the size of sugary drinks has grown, so have our waistlines -- and so have diabetes and heart disease. 
Bloomberg's visionary move against obesity
But the move is expected to draw further protest from the soda industry and those concerned about government involvement in their personal choices.
 What we need in New York are sensible solutions to the obesity issue that focus on a comprehensive approach to tackle an extremely complex problem, said Eliot Hoff, a spokesman for a beverage industry-sponsored group called New Yorkers for Beverage Choices. New Yorkers are smart enough to decide for themselves what to eat and drink. 
Critics, including McDonald's and Coca-Cola, have assailed the ban as misguided and arbitrary, though Bloomberg has billed it as both a health and fiscal initiative.
New York City spends an estimated $4 billion each year on medical care for overweight people, the mayor said in an earlier statement.
Big Gulp ? Meet Big Brother
One in eight New Yorkers also suffer from diabetes, a disease often linked to obesity, his office noted, calling sugary drinks the single largest driver of these alarming increases in obesity. 
About 58 % of New York City adults are considered overweight or obese, the mayor added.
In 2007, the Bloomberg-appointed health board adopted a regulation that forced restaurants to all but eliminate the use of partially hydrogenated vegetable oils and spreads, the main sources of trans fats in the U.S. diet.
Thursday's decision is expected to take effect in six months and be enforced by the city's regular restaurant inspection team, allowing restaurant owners nine months to adapt to the changes before facing fines.
 6 months from today, our city will be an even healthier place, Bloomberg tweeted on Thursday.
The ban would not apply to grocery stores.
Forget large sodas, how about banning French fries ?
",C2
"Current feminist political philosophy is indebted to the work of earlier generations of feminist scholarship and activism, including the first wave of feminism in the English-speaking world, which took place from the 1840s to the 1920s and focused on improving the political, educational, and economic system primarily for middle-class women. Its greatest achievements were to develop a language of equal rights for women and to garner women the right to vote. It is also indebted to the second wave of feminism, which, beginning in the 1960s, drew on the language of the civil rights movements (e.g., the language of liberation) and on a new feminist consciousness that emerged through women's solidarity movements and new forms of reflection that uncovered sexist attitudes and impediments throughout the whole of society. By 1970, feminism had expanded from activism to scholarship with the publication of Shulamith Firestone's The Dialectic of Sex (Firestone 1971); Kate Millett's Sexual Politics (Millett 1970); and Robin Morgan's Sisterhood is Powerful (Morgan 1970).
One of the first theoretical advances of second wave feminism was to separate out biological conceptions of women's identity from socially-constructed ones in order to disprove the notion that biology was destiny and hence that women's main role was as mothers and caregivers. Drawing on the social sciences and psychoanalytic theory, anthropologist Gayle Rubin developed an account of a ""sex/gender system"" (Rubin 1975; Dietz 2003, 401; and the entry on feminist perspectives on sex and gender). The sex/gender distinction pointed to ""a set of arrangements by which the biological raw material of human sex and procreation is shaped by human, social intervention"" (Rubin 1975, 165). While biological sex was fixed, in Rubin's view, gender was a social construction that served to divide the sexes and privilege men. Because gender was mutable, the sex/gender distinction gave feminists a powerful tool to look for ways to address women's oppression.
With this socially-constructed notion of gender, early second-wave theorists sought out an understanding of woman as a universal subject and agent of feminist politics. A major set of fault lines in feminist thought since the 1990s is over the questions of the subject of ""woman."" According to Mary Dietz's 2003 article laying out the field, there are two large groups here. One champions the category of woman (in the singular and universal), arguing that the specificity of women's identity, their sexual difference from men, should be appreciated and revalued. (The other, discussed below, takes up women's diversity.) This ""difference feminism"" includes two distinct groups: (i) those who look at how gendered sexual difference is socially constituted and (ii) those who look at how sexual difference is constructed symbolically and psychoanalytically. The first, social difference feminism, includes theories that revalue mothering and caring and has been developed largely in the Anglo-American context. (See for example Tronto 1993 and Held 1995.) The second, symbolic difference feminism, is that of what are often referred to as the French Feminists, including Irigaray, Cixous, and Kristeva. They belong in this group to the extent that they value and distinguish women's specific sexual difference from men's. Irigaray's focus on sexual difference is emblematic of this. Social-difference and symbolic-difference feminisms have very little to do with each other but, Dietz argues, they share the notion that a feminist politics requires a category woman that has a determinate meaning (Dietz 2003, 403; Nicholson 1994, 100).
Just as Marxist theory sought out a universal subject in the person of the worker, feminists theorists sought it out in a shared and common condition that afflicted women across cultures. But this notion of a universal womanhood was interrupted by other thinkers, such as bell hooks, saying that it excluded non-white and non-middle-class women's experience and concerns. Hooks' 1981 book titled Ain't I a Woman? exposed mainstream feminism as a movement of a small group of middle- and upper-class white women whose experience was very particular, hardly universal. The work of hooks and later Cherrie Moraga, Gloria Anzaldua, Maria Lugones, Elizabeth Spelman, and others foregrounded the need to account for women's multiple and complex identities and experiences. By the 1990s the debates about whether there was a coherent concept of woman that could underlie feminist politics was further challenged by non-Western women challenging the Western women's movement as caught up in Eurocentric ideals that led to the colonization and domination of ""Third World"" people. What is now known as postcolonial theory further heightened the debate between feminists who wanted to identify a universal feminist subject of woman (e.g. Okin, Nussbaum, and Ackerly) and those who call for recognizing multiplicity, diversity, and intersectionality (e.g., Spivak, Narayan, Mahmood, and Jaggar).
The effects of this diversity movement would be felt more in the 1990s and beyond. In the meantime, in the 1970s and 1980s feminist theory began to develop in the various areas of the social sciences and humanities, and in philosophy it began to arise in what were already the different traditions and areas of research. As a branch of political philosophy, feminist political philosophy has often mirrored the various divisions at work in political philosophy more broadly. Prior to the fall of the Berlin Wall and the end of the Cold War, political philosophy was usually divided into categories such as liberal, conservative, socialist, and Marxist. Except for conservatism, for each category there were often feminists working and critiquing alongside it. Hence, as Alison Jaggar's classic text, Feminist Politics and Human Nature, spelled out, each ideological approach drew feminist scholars who would both take their cue from and borrow the language of a particular ideology (Jaggar 1983). Jaggar's text grouped feminist political philosophy into four camps: liberal feminism, socialist feminism, Marxist feminism, and radical feminism. The first three groups followed the lines of Cold War global political divisions: American liberalism, European socialism, and a revolutionary communism (though few in the west would embrace Soviet-style communism). Radical feminism was the most indigenous of the feminist philosophies, developing its own political vocabulary with its roots in the deep criticisms of patriarchy that feminist consciousness had produced in its first and second waves. Otherwise, feminist political philosophy largely followed the lines of traditional political philosophy. But this has never been an uncritical following. As a field bent on changing the world, even liberal feminist theorists tended to criticize liberalism as much or more than they embraced it, and to embrace socialism and other more radical points of view more than to reject them. Still, on the whole, these theorists generally operated within the language and framework of their chosen approach to political philosophy.
Political philosophy began to change enormously in the late 1980s, just before the end of the Cold War, with a new invocation of an old Hegelian category: civil society, an arena of political life intermediate between the state and the household. This was the arena of associations, churches, labor unions, book clubs, choral societies and manifold other nongovernmental yet still public organizations. In the 1980s political theorists began to turn their focus from the state to this intermediate realm, which suddenly took center stage in Eastern Europe in organizations that challenged the power of the state and ultimately led to the downfall of communist regimes.
After the end of the Cold War, political philosophy along with political life radically realigned. New attention focused on civil society and the public sphere, especially with the timely translation of Jurgen Habermas's early work, the Structural Transformation of the Public Sphere (Habermas 1989). Volumes soon appeared on civil society and the public sphere, focusing on the ways in which people organized themselves and developed public power rather than on the ways that the state garnered and exerted its power. In fact, there arose a sense that the public sphere ultimately might exert more power than the state, at least in the fundamental way in which public will is formed and serves to legitimate--or not--state power. In the latter respect, John Rawls's work was influential by developing a theory of justice that tied the legitimacy of institutions to the normative judgments that a reflective and deliberative people might make (Rawls 1971). By the early 1990s, Marxists seemed to have disappeared or at least become very circumspect (though the downfall of communist regimes needn't have had any effect on Marxist analysis proper, which never subscribed to Leninist or Maoist thought). Socialists also retreated or transformed themselves into ""radical democrats"" (Mouffe 1992, 1993, 2000).",C2
"Hume proposes that feeling, not thought, informs us that an object is beautiful or ugly, or that an action exhibits virtue or vice: ""The very feeling constitutes our praise or admiration"" (T, 471). The feeling or sentiment is itself an aesthetic or moral discrimination. It is prior to, and the basis of, any subsequent expression of praise or admiration. The sentiment is the beauty of the object and it is the virtue of desirable human action. Sentiment is the sole source of values governing human activity. Taste is a ""productive faculty, and gilding or staining all natural objects with the colours, borrowed from internal sentiment, raises, in a manner, a new creation."" That new creation is ""beauty and deformity, virtue and vice"" (EPM, 294). However, the sentiment is calm rather than violent, so an unphilosophical perspective treats it as a property ""of the object"" (S, 218).
This moral and aesthetic subjectivism attracts Hume for the same reason that it attracts Hutcheson. The appeal to sentiment offers a middle position between the two prevailing theories within English letters, Hobbesian egoism and ethical rationalism. Hutcheson holds that virtue and beauty are not qualities of the people and things to which they are attributed. We may speak as if objects and people have moral and aesthetic properties, but the relevant property is merely an ""idea raised in us."" Hume alters Hutcheson's theory by imposing his own philosophical vocabulary, making beauty an impression rather than an idea. But they agree that to describe a person as virtuous or an object as beautiful is to make a claim about their tendency to cause a certain response. Is it imprudent and ""too strong,"" Hume asks Hutcheson, to summarize the thesis in the following terms (HL, I, 39-40)? ""[W]hen you pronounce any action or character to be vicious, you mean nothing, but that from the constitution of your nature you have a feeling or sentiment of blame from the contemplation of it. Vice and virtue, therefore, may be compared to sounds, colours, heat and cold, which, according to modern philosophy, are not qualities in objects, but perceptions in the mind"" (T, 469). Emphasizing Hume's debt to Hutcheson, Kivy (2003, pp. 307-310), argues that Hume understands beauty very much on the model of colors. Although they are secondary qualities and so do not directly reveal the properties of the occasioning object, some color perception is ""true and real"" (SOT, 272), and so it is for Hume likewise with beauty. However, virtue and beauty are not strictly analogous to secondary qualities, such as heat and cold, because a critic's claim that a work is beautiful involves an element of endorsement that does not arise in the observation that ice is cold. The case against reading Humean beauty on the model of ideas of secondary qualities is provided by Shiner (1996) and Taylor (2011).
Hume defends the centrality of sentiment with the following reasoning. Recognitions of virtue and beauty require particular sentiments in human observers. If the discriminations of taste took place without these sentiments, we would lack any motivation to do what we regard as moral. Moral and aesthetic judgments have practical consequences that mere reason lacks. So taste differs from the assent that characterizes understanding or reason (T, 458; EPM, 172; S, 219). Although taste responds to real qualities of objects, we cannot replace the exercise of taste with the assent of reason. In many cases, beauty and gracefulness (both aesthetic and moral) are inexplicable; they resist our efforts at explication, and we must trust the ""sure testimony of taste and sentiment"" (EPM, 267).",C2
